community_title,community_content,status,post_status,member_id
부산 조선산업 상생발전 민관협의회 발족,"(부산=연합뉴스) 16일 오전 부산시청 회의실에서 조선·기자재·설계, 연구·금융·유관기관 등 총 16개 기관이 참여하는 '부산 조선산업 상생발전을 위한 민관협의회'가 출범했다. 김광회 부산시 경제부시장을 비롯해 정현민 부산상공회의소 상근부회장, 유상철 HJ중공업 대표이사, 최금식 부산조선해양기자재공업협동조합 이사장, 김연태 한국선급 본부장, 이영환 부산은행 본부장 등이 기념촬영하고 있다. 협의회에는 부산시와 부산상공회의소, HJ중공업, 부산조선해양기자재공업협동조합, 한국선급, 부산은행, 대선조선, 중소조선연구원, 선박해양플랜트연구소, 조선해양플랜트엔지니어링협동조합, 선보공업, 파나시아, 한국조선해양기자재연구원, 삼성중공업 부산연구개발센터, 한화파워시스템 선박솔루션사업부, 해양금융종합센터가 참여한다. 2024.5.16 [부산시 제공. 재판매 및 DB 금지]    ccho@yna.co.kr",0,3,2
"구리시, 전통시장 제2 공영 주차빌딩 7월 개방","(구리=연합뉴스) 김도윤 기자 = 경기 구리시는 7월 중 전통시장 제2 공영 주차빌딩을 개방한다고 16일 밝혔다.    이 주차빌딩은 수택동에 지하 3층, 지상 5층 규모로 건립됐으며 주차면 383면을 갖추고 다음 달 완공된다.    총 307억원이 투입됐으며 중소벤처기업부 전통시장 주차환경 개선 사업에 선정돼 국비 174억원을 지원받았다.    주차빌딩 관리는 구리도시공사가 맡는다.    당초 이 주차빌딩은 2022년 3월 완공될 예정이었다.    그러나 1개 층 증축이 결정돼 주차면 수가 48면 늘어나 공사 기간이 길어졌다.    또 우크라이나 전쟁으로 철근 등 자재 조달이 어려워 공사가 약 4개월 중단됐으며 지난해 11월에는 60대 근로자가 작업 중 옥상에서 떨어져 숨지기도 했다.



구리시청사 전경[구리시 제공. 재판매 및 DB 금지]    kyoon@yna.co.kr",0,3,2
"국립현대미술관, '사물은 어떤 꿈을 꾸는가' 전시 개최",(서울=연합뉴스) 황희경 기자 = 국립현대미술관이 오는 17일 서울 종로구 국립현대미술관 서울관에서 '사물은 어떤 꿈을 꾸는가' 전시를 연다고 16일 밝혔다. 사진은 '사물은 어떤 꿈을 꾸는가' 전시 전경. 2024.5.16    zitrone@yna.co.kr,0,3,2
사진 촬영을 준비하는 콜린진 작가,(파주=연합뉴스) 김예나 기자 = 콜린진(본명 소진호) 작가가 지난달 29일 경기 파주시 한립토이뮤지엄에서 레고 블록으로 만든 '레고 오향친제반차도' 촬영을 준비하고 있다. 2024.5.16    yes@yna.co.kr,0,3,2
김태효 국가안보실 1차장 브리핑,(서울=연합뉴스) 홍해인 기자 = 김태효 국가안보실 1차장이 16일 서울 용산 대통령실 청사에서 이날 열린 한·캄보디아 정상회담 결과 등에 대한 브리핑을 하기 위해 마이크 앞으로 향하고 있다. 2024.5.16    hihong@yna.co.kr,0,3,2
"강기정 광주시장 ""군 공항 이전 위해 무안군민에 편지""","""올해 안에 민간·군 통합공항 무안 이전 답을 내야""



무안서 열린 군공항 소음대책 토론회(무안=연합뉴스) 정다움 기자 = 24일 오후 전남 무안군 초당대학교 국제회의장에서 '광주 민간·군 공항 통합 이전 시 소음대책 마련 토론회'가 열리고 있다. 2024.4.24 daum@yna.co.kr    (광주=연합뉴스) 손상원 기자 = 강기정 광주시장이 답보 상태인 광주 군 공항 이전을 위해 전남 무안군민에게 편지를 보내기로 했다.    강 시장은 16일 간부회의에서 ""지난달 24일 무안에서 열린 광주 민간·군 공항 이전 시 소음 대책 마련 토론회는 (군 공항을 이전해도) 소음이 특별히 문제가 없을 것이라는 사실을 무안군민과 시도민에게 보여줬다""며 ""무안군민의 마음이 예전보다 더 열렸으리라 기대한다""고 말했다.    강 시장은 ""중부권 청주 공항, 남부권 가덕도 신공항, 동남권 대구경북 통합신공항, 서남권 새만금 공항 등 거점공항 주도권을 놓고 보이지 않는 경쟁이 이미 시작됐다""며 ""올해 안에는 민간·군 통합공항 무안 이전에 대한 답을 내야 한다""고 재촉했다.    그는 ""무안군수를 포함한 회담 등 다양한 대화 요구에 답이 오지 않아 답답한 상황이지만 광주시는 지난해 12월의 약속(광주시·전남도의 공항 이전 추진 합의)을 지키기 위해 모든 것을 다할 준비가 됐다""며 ""(이전 예정지로 거론된) 현경·망운·운남면민을 포함한 무안 군민에게 편지를 전할 계획""이라고 말했다.



오월 광주의 편지 전달하는 강기정 광주시장(서울=연합뉴스) 김주형 기자 = 강기정 광주시장(오른쪽)이 14일 오전 국회에서 더불어민주당 박찬대 원내대표를 예방해 오월 광주의 편지를 전달하고 있다. 2024.5.14 kjhpress@yna.co.kr    강 시장은 최근 연패에 빠졌던 이정효 광주FC 감독에게 격려의 손 편지를 쓰고, 여야 원내대표에게 5·18 정신의 헌법 전문 수록을 요청하는 '오월 광주의 편지'를 전달하기도 했다.    sangwon700@yna.co.kr",0,3,2
지난해 세종호수공원·중앙공원 이용객 350만명…10월 최다,"세종시 유료 관광지 관람객은 국립세종수목원이 가장 많아



세종호수공원(왼쪽)과 세종중앙공원[연합뉴스 자료사진](세종=연합뉴스) 이은파 기자 = 지난해 세종호수공원과 세종중앙공원 이용객이 350여만명에 이르는 것으로 조사됐다.    16일 세종시시설관리공단에 따르면 국내 이동통신사의 데이터를 활용해 호수공원·중앙공원 이용자 통계를 분석한 결과 이용객이 350만명으로 추산됐다.    월별로는 10월이 39만7천명으로 가장 많았고 5월 35만4천명, 3월 32만3천명, 4월 32만1천명, 9월 30만9천명, 8월 25만7천명, 1월 23만5천명, 2월 24만6천명 등의 순이었다.    이용객 중 세종시민이 207만8천명으로 59%를 차지했고, 외지인(142만2천명 41%) 중에서는 대전시민 50.8%, 청주시민 30.3%, 공주시민 4.6% 등으로 나타났다.    연령대별로는 30대가 22.4%로 가장 많았고, 40대 20.9%, 50대 17.8%, 20대 15.6%, 60대 14.9% 등의 순이었다.     지역 유료 관광지 중에서는 국립세종수목원(87만3천명), 산림박물관(26만2천명), 베어트리파크(20만명), 합강캠핑장(10만2천명) 순으로 많았다.



세종호수공원 찾은 시민  (세종=연합뉴스) 이은파 기자 = 화창한 봄 날씨를 보인 16일 세종호수공원을 찾은 한 시민이 수변을 배경으로 사진을 찍고 있다.   2024.5.16시설관리공단 관계자는 ""이번 조사 결과를 토대로 호수공원·중앙공원과 주요 관광지에 차양막·벤치 등 각종 편의시설과 기념품·특산물 판매점 등을 확대 설치하고 유실수 정원과 맨발 산책길 등을 조성하는 방안을 추진하겠다""고 말했다.    sw21@yna.co.kr",0,3,2
인터뷰하는 콜린진 작가,(파주=연합뉴스) 김예나 기자 = 콜린진(본명 소진호) 작가가 지난달 29일 경기 파주시 한립토이뮤지엄에서 취재진과 인터뷰하며 기념 촬영하고 있다. 2024.5.16    yes@yna.co.kr,0,3,2
"김태효 국가안보실 1차장, 한·캄보디아 정상회담 결과 브리핑",(서울=연합뉴스) 홍해인 기자 = 김태효 국가안보실 1차장이 16일 서울 용산 대통령실 청사에서 이날 열린 한·캄보디아 정상회담 결과 등에 대한 브리핑을 하고 있다. 2024.5.16    hihong@yna.co.kr,0,3,2
브리핑 하는 김태효 국가안보실 1차장,(서울=연합뉴스) 홍해인 기자 = 김태효 국가안보실 1차장이 16일 서울 용산 대통령실 청사에서 이날 열린 한·캄보디아 정상회담 결과 등에 대한 브리핑을 하고 있다. 2024.5.16    hihong@yna.co.kr,0,3,2
Paik Kun-woo's 1st Mozart album: a return to musical roots,"pianist-press conferencePaik Kun-woo's 1st Mozart album: a return to musical rootsBy Woo Jae-yeon   SEOUL, May 16 (Yonhap) -- ""Mozart is too easy for children and too difficult for adults,"" the renowned Austrian American pianist Artur Schnabel once said.    This sentiment resonated with celebrated South Korean pianist Paik Kun-woo as he embarked on his first Mozart album in his nearly seven-decade-long career.   During a press conference in Seoul on Thursday to celebrate his debut Mozart album and upcoming national tour, Paik explained that while Mozart's compositions may appear simple at first glance, they reveal intricate layers of emotion, meaning and complexity upon closer examination, making it daunting to tackle the album.   ""Mozart felt really new to me, and it was a great challenge,"" he said. ""Previously, my goal was to interpret Mozart's music in my own style, but now I want to convey the essence of Mozart's music itself.""   ""When people get older, they tend to return to their hometown. I think music is similar. I started with Beethoven and Mozart to learn the piano, and ventured into modern and contemporary music. But eventually, I came back again."" 



Pianist Paik Kun-woo speaks during a press conference to promote his new album on Mozart in Seoul on May 16, 2024. (Yonhap) For the album, Paik aimed to focus on stripping away his own persona when playing the maestro's compositions.   ""We often aim to highlight our distinctive traits, but I believe it's more beneficial to let go of oneself, akin to stripping away layers,"" he said.    ""For example, when you look at a rock, you might see a certain shape or form. So, the process of cutting away the unnecessary parts is the work. It's true art.""   His latest album, the first release of a three-part series, features some of the composer's lesser-known masterpieces, including Piano Sonata No. 16 ""Sonata facile"" and ""Kleine Gigue in G major,"" among others.



The cover art for Paik Kun-woo's Mozart album, provided by Universal Music Korea on May 16, 2024. (PHOTO NOT FOR SALE) (Yonhap) For the album's cover art, the seasoned pianist opted for a portrait created by a 10-year-old child, whose artwork was chosen through an open competition.   ""I found myself yearning for the genuine gaze of an innocent child. I thought it harmonized with music. There's something unique that only children can express,"" he said. ""This painting possesses immense artistic value, characterized by its vibrant colors, lively lines and superb composition, making it fitting as cover art.""   Born in 1946, Paik is one of the most celebrated Korean musicians. He started studying piano at a young age and later pursued formal training at the Juilliard School in New York. Known for his exceptional skill and musical interpretation, he has performed globally in prestigious concert halls, and collaborated with renowned orchestras and conductors.    Starting this weekend, the pianist will begin a nationwide tour, visiting around ten cities, including the Seoul Arts Center on June 11, where he will perform selections from the album.   jaeyeon.woo@yna.co.kr(END)",0,3,2
"與, 우원식에 ""축하와 우려…이재명 방탄하면 역풍 직면할 것""","""선출 과정서 '명심팔이' 충성 경쟁""…중립·공정성 촉구



국민의힘 비상대책위원회의(서울=연합뉴스) 한종찬 기자 = 국민의힘 황우여 비상대책위원장이 16일 오전 국회에서 열린 비상대책위원회의에서 발언하고 있다. 2024.5.16 saba@yna.co.kr(서울=연합뉴스) 정아란 김치연 기자 = 국민의힘은 16일 22대 전반기 국회의장 후보로 더불어민주당 우원식 의원이 선출된 데 대해 축하하면서도 ""방탄 국회로 전락시킨다면 민심 역풍에 직면할 것""이라고 경고했다.    특히 선거 과정에서 우 의원과 추미애 당선인이 이른바 '명심'(明心·이재명 대표의 의중) 경쟁을 벌인 데 대한 비판의 목소리가 컸다.    김민전 수석대변인은 논평에서 ""축하를 전하면서도 한편으론 우려가 앞선다""며 ""선출 과정에서 보인 '명심 팔이' 경쟁에서 국익과 민생에 대한 걱정보다, 국회를 이재명 대표의 방탄 수단으로 활용하겠다는 의지가 더 커 보였다""고 비판했다.    그러면서 ""민주당 내 후보들은 '명심이 곧 민심', '형님이 국회의장 적격이라 말해' 등 중립 의무를 저버리는 듯한 발언으로 이 대표를 향한 충성 경쟁에만 열을 올렸다""고 지적했다.    김 대변인은 ""민생 없는 국회, 당 대표 한 사람을 위한 방탄 국회로 또다시 전락시킨다면, 엄청난 민심의 역풍에 직면할 것""이라며 ""전반기 국회의장에겐 중립성과 공정성을 의무로 여야 협치의 국회를 이끌어갈 책임이 있다""고 압박했다.    성일종 사무총장은 이날 비상대책위원회 회의에서 ""민주당 의장 후보 선출 과정에 국민은 없었고 오로지 이재명 대표만 있다""며 ""'명심은 민심'이라며 해괴망측한 국민 기만행위를 하고 있다""고 지적했다.    이어 ""이 대표에게 국민은 없고, 자신의 사법 리스크를 막아줄 방탄막과 대권 고속도로를 깔아줄 호위무사가 필요할 뿐""이라며 ""'국민의 국회'가 아닌 '이재명의 국회'가 됐다""고 말했다.    그는 기자들과 만나 ""누가 되든 그 '명심'이 없었으면 됐겠느냐. 걱정이 크다""면서도 ""이미 의장(후보)이 됐으니, 중립에 서서 여야 협치를 중재하고 국가가 잘 좋은 방향으로 갈 수 있도록 역할을 해달라""고 주문했다.    airan@yna.co.kr",0,3,2
세종문화회관 '싱크 넥스트 24' 7월 개막…성수동 팝업스토어도,"김오키·김신록 등 10팀 참여…코미디·여성국극 등으로 장르 확장



세종문화회관, 공공 공연장 최초 성수동 '팝업 스토어' 운영(서울=연합뉴스) 류효림 기자 = 안호상 세종문화회관 사장이 16일 서울 성동구 성수동 복합문화공간 Y173에서 열린 세종문화회관 '싱크 넥스트 24'(Sync Next 24) 미디어데이에서 질문에 답하고 있다. 2024.5.16 ryousanta@yna.co.kr    (서울=연합뉴스) 오보람 기자 = 세종문화회관이 동시대 가장 주목받는 예술가의 공연을 선보이는 '싱크 넥스트 24'를 오는 7월 5일부터 9월 8일까지 S씨어터에서 연다.    올해로 3회째를 맞는 '싱크 넥스트'는 다양한 분야에서 도전적인 예술 활동을 해온 실력파 아티스트들의 무대를 볼 수 있는 프로그램이다.    이번 시즌에는 작곡가 김오키, 배우 겸 연출가 김신록, 거문고 연주자 박다울, 미술작가 우국원, 여성국극 1세대 명인 조영숙 등 10팀이 참여한다.    세종문화회관은 공연 개최에 앞서 이달 17∼19일 사흘간 성동구 성수동 소재 복합문화공간 Y173에서 팝업스토어도 운영한다. '싱크 넥스트' 콘텐츠를 미리 체험할 수 있도록 함으로써 새로운 관객을 확보하려는 시도다.    안호상 세종문화회관 사장은 16일 Y173에서 연 기자간담회에서 ""어느 시대에나 예술은 처절하게 관객과 만나기 위해 노력하고 변신해왔다""면서 ""세종문화회관에서 만날 수 없던 새로운 관객을 (성수 팝업 스토어에서) 만나기를 바란다""고 밝혔다.    안 사장은 ""'싱크 넥스트'가 표방하는 주요 메시지인 동시대라는 것은 과거와 미래의 어느 접점이 아닐까 생각한다""며 ""세종문화회관이 전통적인 공간이라면 성수는 미래지향적인 공간""이라고 소개했다.    팝업 스토어에는 '싱크 넥스트' 참여 아티스트의 작업관이 엿보이는 전시와 우국원 작가의 인터렉티브 미디어아트 등이 마련됐다. 김동하의 스탠드업 코미디와 백현진·최유화의 낭독과 즉흥 퍼포먼스 등 스페셜 쇼케이스도 볼 수 있다.    공연 예매를 게임을 통해 해보는 이벤트, 포스터 꾸미기 등 관객 체험형 행사도 준비됐다.



인사말하는 우국원 작가(서울=연합뉴스) 류효림 기자 = 우국원 작가가 16일 서울 성동구 성수동 복합문화공간 Y173에서 열린 세종문화회관 '싱크 넥스트 24'(Sync Next 24) 미디어데이에서 인사말을 하고 있다. 2024.5.16 ryousanta@yna.co.kr    본공연에서는 회화, 설치미술, 미디어아트와 국악, 합창, 연극 등 상이한 장르를 결합한 작품을 관람할 수 있다.    미술작가 우국원은 오페라 합창단이 만들어내는 소리에 회화 작업을 더한 '오리지널리티'(9.6∼9.8)를 준비 중이다.    우 작가는 ""새로운 시도는 리스크가 있지만, 흥분되는 일이기도 하다""면서 ""저도 처음 도전하는 장르라 아직 (작업을) 쌓아가고 있는 단계""라고 설명했다.     박다울은 소리꾼 유태평양과 함께 '돌고 돌고'(7.11∼7.12)를 선보인다. 류성실이 이 무대의 설치미술을 맡았다.    김신록은 시각예술가 손현선 작가와 손잡고 '없는 시간'(8.2∼8.4)으로 무대를 꾸민다. 시간과 공간에 대한 선형적인 이해 속에서 탈락한 여러 조각을 미술작품과 텍스트, 소리, 말, 몸으로 보여주는 작품이다.    코미디, 굿, 여성국극 등 공연장에서 보기 어려웠던 장르도 만날 수 있다.    코미디 레이블 메타코미디의 만담·스탠드업 공연 '코미디 어셈블'(8.15∼8.17)이 대표적이다.    정영준 메타코미디 대표는 ""우리의 콘텐츠는 대중을 상대로 하는 것이기 때문에 다양한 관객을 만나는 게 중요하다""면서 ""'싱크 넥스트'에서 관객을 만나면서 우리의 농담도 성장할 거라 생각한다""고 했다.



인사말하는 조영숙 명인(서울=연합뉴스) 류효림 기자 = 여성국극 1세대 조영숙 명인이 16일 서울 성동구 성수동 복합문화공간 Y173에서 열린 세종문화회관 '싱크 넥스트 24'(Sync Next 24) 미디어데이에서 인사말을 하고 있다. 2024.5.16 ryousanta@yna.co.kr    1951년부터 여성국극의 맥을 이어온 조영숙 명인은 '조 도깨비 영숙'(7.26∼7.27)을 통해 다시 한번 무대에 선다. 음악감독 장영규, 가수 박민희가 함께한다.    조 명인은 ""한 시대를 장식했던 여성국극이 점점 사라지고 있고, 당시 활약한 사람은 다 하늘나라로 가고 나 혼자 남은 듯하다""면서 ""마지막 무대라 생각하고 어금니가 깨지도록 이 악물고 해보겠다""고 다짐했다.    굿이 지닌 종합 예술적 성격에 주목해온 이스트허그와 육사크사나(64ksana)는 '군문열림'(8.23∼8.24)에서 가곡 명인 강권순과 굿의 본질인 치유와 회복에 집중한 '컨템퍼러리 굿판'을 보여준다.    김오키 새턴발라드는 음악극 '러브 인 새턴'(7.5∼7.6)을, 싱어송라이터 유라는 '꽤 많은 수의 촉수 돌기'(8.9∼8.10) 공연을 각각 선보인다.     이란을 대표하는 극작가 아미르 레자 쿠헤스타니의 내한 공연 '블라인드 러너'(7.18∼7.21)도 눈에 띈다.    2022년 이란 히잡 시위의 도화선이 된 마흐사 아미니의 죽음을 보도한 기자 닐루파 하메디의 실화에서 영감을 받아 창작한 작품으로, 이번이 아시아 초연이다.



세종문화회관, 성수동에 '싱크 넥스트 24' 팝업스토어 운영(서울=연합뉴스) 류효림 기자 = 16일 서울 성동구 성수동 복합문화공간 Y173에서 열린 세종문화회관 '싱크 넥스트 24'(Sync Next 24) 미디어데이에서 참석자들이 팝업스토어를 둘러보고 있다. 2024.5.16 ryousanta@yna.co.kr    rambo@yna.co.kr",0,3,2
한·캄보디아 정상회담 결과 브리핑,(서울=연합뉴스) 홍해인 기자 = 김태효 국가안보실 1차장이 16일 서울 용산 대통령실 청사에서 이날 열린 한·캄보디아 정상회담 결과 등에 대한 브리핑을 하고 있다. 2024.5.16    hihong@yna.co.kr,0,3,2
이선균 사건 연루 의사 재판 비공개…유흥업소 실장 요청,"마약 제공 혐의 의사[연합뉴스 자료사진](인천=연합뉴스) 홍현기 기자 = 배우 이선균씨를 협박한 유흥업소 여실장에게 마약을 건넨 혐의를 받는 현직 의사의 재판이 비공개로 진행됐다.    인천지법 형사14부(손승범 부장판사)는 16일 마약류 관리에 관한 법률 위반 혐의로 구속 기소된 의사 A(43·남)씨의 3차 공판을 비공개로 진행했다.    앞서 유흥업소 실장 B(30·여)씨는 이날 재판을 비공개·비대면 방식으로 진행해달라고 요청했고 재판부도 받아들였다.    재판부는 이날 법정에서 재판을 비공개로 진행하는 별다른 사유는 밝히지 않은 채 취재진 등 방청객들을 퇴장하도록 했다.    앞서 재판부는 B씨가 지난해 3∼8월 3차례 필로폰을 투약하거나 대마초를 흡연한 혐의로 기소된 사건을 A씨 사건에 병합했고, 이날은 두 사건을 분리해 B씨를 상대로 증인 신문을 진행했다.    A씨는 2022년 12월부터 지난해 8월까지 자신이 운영하는 서울시 강남구 병원 등지에서 B씨에게 3차례 필로폰과 케타민을 건넨 혐의 등으로 기소됐다.    B씨는 경찰 조사에서 ""친하게 지낸 A씨가 생일선물이라면서 필로폰 등을 줬다""고 진술한 것으로 알려졌다.    마약 등 전과 6범인 B씨는 배우 이씨를 협박해 금품을 뜯은 혐의(공갈)와 3차례 마약을 투약한 혐의로 구속 기소됐다.    그는 ""모르는 해킹범이 우리 관계를 폭로하려 한다. 돈으로 막아야 할 거 같다""며 이씨로부터 3억원을 뜯은 것으로 조사됐다.    hong@yna.co.kr",0,3,2
"""도시와 일상에서 공예를 만난다""…17~26일 '공예주간'","공예문화 거점도시 4곳 중심 운영…전국서 전시·체험 행사  



'2024 공예주간' 포스터 [문화체육관광부 제공 재판매 및 DB 금지]     (서울=연합뉴스) 이은정 기자 = 문화체육관광부와 한국공예·디자인문화진흥원은 오는 17~26일 '2024 공예주간'(Korea Craft Week 2024)을 개최한다고 16일 밝혔다.      7회째인 이번 공예주간에서는 도시와 일상에서 공예와 공방을 만난다는 의미를 담은 '도시-일상-공방'(Urban-Life-Craft Studio)을 주제로 전시, 체험, 판매 등 다양한 프로그램이 전국에서 펼쳐진다.      올해부터는 공예문화 거점도시를 중심으로 공예주간을 운영한다. 올해 초 공모를 통해 강원 고성군, 전북 전주시, 전북 부안군, 경남 진주시 등 4곳이 공예문화 거점도시로 선정됐다.     고성군은 송지호 해수욕장과 아야진 해수욕장에서 재활용품으로 공예품을 만들어 보는 행사를 진행한다. 전주시는 한옥마을에서 전북무형문화재 9인의 공예품을 만나보는 참여형 전시를 개최한다. 부안군은 내소사, 변산해수욕장, 청자박물관 등에서 공예장터, 전시, 체험 프로그램을 마련한다. 진주시는 해주 소반 만들기 등 공예품을 만드는 프로그램을 운영한다.     이외에도 공예주간에 맞춰 서울, 울산, 제주 등 전국에서도 기획 프로그램을 마련했다.     서울 복합문화예술공간 통의동 보안여관에서는 공예작가, 차 생산자·애호가가 함께하는 '다함께 차차차(茶) 크래프트 티 페스티벌'이 열린다. 울산에서는 한옥에서 국내외 공예작가 50여 명의 작품을 선보이고, 제주도에서는 경기도 무형유산 제16호 장성우 한지장의 한지 제조 과정 시연 등이 진행된다.       신은향 문체부 예술정책관은 ""올해는 지역공예가와 지역민이 힘을 모아 매력 있는 공예자원을 발굴하고, 지역의 문화 자생력을 키우는 데 주안점을 뒀다""고 말했다.    자세한 내용은 공예주간 공식 누리집(https://www.kcdf.kr/craftweek)에서 확인하면 된다.     mimi@yna.co.kr",0,3,2
오송참사 희생자를 기리는 묵념,(서울=연합뉴스) 김주성 기자 = 16일 오후 서울 여의도 국회 의원회관에서 열린 '오송참사 진상규명 및 대책 마련을 위한 국회 토론회'에서 오송참사 유가족과 국회 생명안전포럼 대표의원인 우원식 더불어민주당 의원 등 참석자들이 묵념하고 있다. 2024.5.16    utzza@yna.co.kr,0,3,2
안양 주상복합건물 신축공사장서 60대 작업자 끼임사,"(안양=연합뉴스) 김솔 기자 = 경기 안양시의 한 주상복합건물 신축 공사 현장에서 60대 작업자가 기기와 시설물 사이에 끼여 숨지는 사고가 발생해 경찰이 수사에 나섰다.



경기 안양만안경찰서 전경[경기남부경찰청 제공]    16일 고용노동부와 안양만안경찰서에 따르면 지난 14일 오후 1시 10분께 안양시 만안구 한 주상복합건물 신축 공사 현장에서 하청업체 소속 작업자인 60대 A씨가 자재 운반용 전동 대차와 건설용 리프트 출입문 사이에 끼였다.    A씨는 인근 병원으로 이송됐으나 사고 당일 숨졌다.    사고 당시 A씨는 석고보드를 적재한 전동 대차를 운전해 건설용 리프트로 향하고 있었던 것으로 전해졌다.    경찰은 건설용 리프트 출입문이 제대로 열리지 않은 상태에서 전동 대차가 그대로 주행하면서 A씨가 사고를 당한 것으로 보고 있다.    경찰은 목격자 등을 상대로 정확한 사고 경위를 조사하는 한편, 법규 위반사항이 발견될 경우 대상자를 업무상 과실치사 혐의로 입건할 방침이다.    sol@yna.co.kr",0,3,2
오송참사 진상 규명 국회 토론회,(서울=연합뉴스) 김주성 기자 = 국회 생명안전포럼 대표의원인 우원식 더불어민주당 의원이 16일 오후 서울 여의도 국회 의원회관에서 열린 '오송참사 진상규명 및 대책 마련을 위한 국회 토론회'에서 발언하고 있다. 2024.5.16    utzza@yna.co.kr,0,3,2
[그래픽] 최저임금액 미만 근로자 수,(서울=연합뉴스) 박영석 기자 = 한국경영자총협회(경총)는 통계청 원자료를 분석해 작성한 '2023년 최저임금 미만율 분석' 보고서에서 지난해 법정 최저임금인 시급 9천620원을 받지 못하는 근로자 수가 301만1천명으로 집계됐다고 16일 밝혔다.    zeroground@yna.co.kr    X(트위터) @yonhap_graphics  페이스북 tuney.kr/LeYN1,0,3,2
악수하는 이재명-양문석,(서울=연합뉴스) 한종찬 기자 = 더불어민주당 이재명 대표가 16일 오후 국회에서 열린 더불어민주당 초선 당선자 워크숍에서 양문석 당선인과 악수하고 있다. 2024.5.16    saba@yna.co.kr,0,3,2
더불어민주당 초선 당선자 워크숍,(서울=연합뉴스) 한종찬 기자 = 더불어민주당 이재명 대표와 박찬대 원내대표가 16일 오후 국회에서 열린 더불어민주당 초선 당선자 워크숍에서 입장하고 있다. 2024.5.16    saba@yna.co.kr,0,3,2
루시 맥레이의 '고독한 생존보트',(서울=연합뉴스) 황희경 기자 = 국립현대미술관이 오는 17일 서울 종로구 국립현대미술관 서울관에서 '사물은 어떤 꿈을 꾸는가' 전시를 연다고 16일 밝혔다. 사진은 '사물은 어떤 꿈을 꾸는가'에 전시된 루시 맥레이 '고독한 생존보트' 작업. 2024.5.16    zitrone@yna.co.kr,0,3,2
"서대문구, 자원순환·재활용나눔문화 거점공간 개관","'서대문구 리앤업사이클플라자' 개관식이성헌 구청장(가운데) 등이 '서대문구 리앤업사이클플라자' 개관식에서 테이프 커팅을 하고 있다. [서대문구 제공. 재판매 및 DB 금지](서울=연합뉴스) 정준영 기자 = 서울 서대문구(구청장 이성헌)는 자원순환과 재활용 나눔문화의 거점 공간인 '서대문구 리앤업사이클플라자'(모래내로 369)를 최근 개관했다고 16일 밝혔다.    1995년에 지어진 노후 재활용센터를 철거하고 지하 1층, 지상 4층, 연면적 1천473㎡ 규모로 건립했다. 개관을 계기로 교육, 체험, 전시 등을 통한 지역사회 내 자발적 자원 재활용 문화를 확산해 나갈 방침이다.    1층에는 재활용과 새활용(재활용 물품에 디자인이나 활용성 등을 더해 가치를 높이는 일)에 대한 관심을 높이는 홍보관, 새활용 제품 만들기 체험 프로그램 등을 운영하는 커뮤니티실이 각각 들어섰다.    2층에는 쓰레기 분리배출과 새활용을 주제로 한 전시체험관을, 3층에는 자원순환도시 조성 담당 부서인 서대문구청 청소행정과를 배치했다.    4층에는 자원순환에 관한 이론·체험 교육이 이뤄지는 교육실과 신한카드 후원으로 마련된 '아름인도서관'이 자리했다.    옥상은 플리마켓과 환경 관련 전시회 등 행사 공간으로 활용된다.    이성헌 구청장은 ""서대문구 리앤업사이클플라자 개관으로 환경보호와 자원 선순환을 위한 분리배출, 재활용, 새활용 등에 대한 관심과 실천이 높아질 것으로 기대한다""고 말했다.



'서대문구 리앤업사이클플라자' 개관식이성헌 구청장이 '서대문구 리앤업사이클플라자' 개관식에서 기념사를 하고 있다. [서대문구 제공. 재판매 및 DB 금지]    prince@yna.co.kr",0,3,2
'달리자 국민 속으로',(서울=연합뉴스) 한종찬 기자 = 더불어민주당 이재명 대표와 박찬대 원내대표가 16일 오후 국회에서 열린 더불어민주당 초선 당선자 워크숍에서 참석자들과 함께 기념촬영을 하고 있다. 2024.5.16    saba@yna.co.kr,0,3,2
